Fecha,Tipo de Cambio
27/02/2023,18.4023
28/02/2023,18.4077
01/03/2023,18.3448
02/03/2023,18.17
03/03/2023,18.126
06/03/2023,18.0123
07/03/2023,18.0122
08/03/2023,18.1155
09/03/2023,17.9662
10/03/2023,18.0577
13/03/2023,18.4083
14/03/2023,18.8302
15/03/2023,18.6427
16/03/2023,18.9972
17/03/2023,18.9095
21/03/2023,18.8977
22/03/2023,18.6755
23/03/2023,18.5437
24/03/2023,18.4902
27/03/2023,18.5178
28/03/2023,18.383
29/03/2023,18.2523
30/03/2023,18.1052
31/03/2023,18.0932
03/04/2023,18.0415
04/04/2023,18.107
05/04/2023,18.1185
10/04/2023,18.3323
11/04/2023,18.1765
12/04/2023,18.187
13/04/2023,18.066
14/04/2023,18.0152
17/04/2023,18.0638
18/04/2023,18.0868
19/04/2023,18.063
20/04/2023,18.0448
21/04/2023,18.009
24/04/2023,17.9988
25/04/2023,18.0082
26/04/2023,18.0892
27/04/2023,18.103
28/04/2023,18.0723
02/05/2023,17.9975
03/05/2023,18.0325
04/05/2023,17.906
05/05/2023,17.9575
08/05/2023,17.7863
09/05/2023,17.8213
10/05/2023,17.7608
11/05/2023,17.5845
12/05/2023,17.6287
15/05/2023,17.6142
16/05/2023,17.538
17/05/2023,17.4672
18/05/2023,17.5872
19/05/2023,17.7342
22/05/2023,17.693
23/05/2023,17.868
24/05/2023,17.9687
25/05/2023,17.8195
26/05/2023,17.8252
29/05/2023,17.6723
30/05/2023,17.5605
31/05/2023,17.6532
01/06/2023,17.7418
02/06/2023,17.5673
05/06/2023,17.5063
06/06/2023,17.4732
07/06/2023,17.4192
08/06/2023,17.3608
09/06/2023,17.4085
12/06/2023,17.284
13/06/2023,17.312
14/06/2023,17.2185
15/06/2023,17.1247
16/06/2023,17.1762
19/06/2023,17.0792
20/06/2023,17.0945
